statecode,statename,districtcode,district_name,localbodycode,localbody_name,localbody_type,status,confidence_score,disparity_category,validation_flag,top3_candidates
29,Karnataka,550,Uttara Kannada,251903,Yellapur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251904,Mundgod,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251905,Sirsi,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251906,Ankola,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251907,Kumta,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251908,Siddapur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251909,Honavar,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,251911,Bhatkal,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,276572,Jaali,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,550,Uttara Kannada,299328,Manki,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,630,Chikkaballapura,251978,Gauribidanur,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,630,Chikkaballapura,251979,Chik Ballapur,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,630,Chikkaballapura,251980,Gudibanda,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,630,Chikkaballapura,251981,Bagepalli,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,630,Chikkaballapura,251982,Sidlaghatta,City Municipal Council,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,630:Chikkaballapura(100.0%) | 525:Bengaluru Urban(100.0%) | 526:Bengaluru Rural(100.0%)
29,Karnataka,630,Chikkaballapura,251983,Chintamani,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,630,Chikkaballapura,251988,Robertson Pet,City Municipal Council,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,630:Chikkaballapura(100.0%) | 542:Kolar(100.0%)
29,Karnataka,631,Bengaluru South,251996,Magadi,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,631,Bengaluru South,253185,Channapatna,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,631,Bengaluru South,253186,Ramanagara,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,631,Bengaluru South,253188,Kanakpura,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,631,Bengaluru South,276526,Bidadi,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,631,Bengaluru South,299326,Harohalli,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,635,Yadgir,251859,Shorapur,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,635,Yadgir,251860,Bhimarayanagudi,Notified Area Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,635,Yadgir,251861,Shahpur,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,635,Yadgir,251863,Yadgir,City Municipal Council,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,635:Yadgir(50.0%)
29,Karnataka,635,Yadgir,276516,Kembhavi,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,635,Yadgir,276560,Kakkera,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,635,Yadgir,296976,Hunasagi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,251921,Hoovina Hadagalli,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,251922,Hosapete,City Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,251930,Kudligi,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,251939,Harapanahalli,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,276470,Hagaribommanahalli,Municipality,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,276474,Mariyammanahalli,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,276535,Hagaribommanahalli,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
29,Karnataka,738,Vijayanagara,276611,Kamalapura,Town Municipal Council,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,551,North Goa,252057,Pernem,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,551,North Goa,252061,Mapusa,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,551,North Goa,252071,City Corporation Panaji,Municipal Corporations,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,551:North | Goa(50.0%)
30,Goa,551,North Goa,252075,Bicholim,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,551,North Goa,252077,Sankhali,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,551,North Goa,252079,Valpoi,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,552,South Goa,252082,Ponda,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,552,South Goa,252084,Mormugao,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,552,South Goa,252087,Margao,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,552,South Goa,252095,Cuncolim,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,552,South Goa,252096,Curchorem Cacora,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,552,South Goa,252097,Quepem,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,793,Kushavati,252099,Sanguem,Municipality,FULL MATCH,1.0,,EXACT MATCH,
30,Goa,793,Kushavati,252100,Canacona,Municipality,FULL MATCH,1.0,,EXACT MATCH,
32,Kerala,555,Ernakulam,252108,Kasaragod,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 558:Kasaragod(25.0%)
32,Kerala,555,Ernakulam,252110,Kanhangad,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 558:Kasaragod(25.0%)
32,Kerala,555,Ernakulam,252111,Payyannur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,555,Ernakulam,252112,Taliparamba,Municipality,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,555:Ernakulam(40.0%) | | | 557:Kannur(40.0%)
32,Kerala,555,Ernakulam,252139,Mattannur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,555,Ernakulam,252144,Koothuparamba,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,555,Ernakulam,252149,Thalassery,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252155,Kalpetta,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252157,Vatakara,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(25.0%)
32,Kerala,555,Ernakulam,252159,Koyilandy,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(25.0%)
32,Kerala,555,Ernakulam,252160,Kozhikode,Municipal Corporations,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(50.0%)
32,Kerala,555,Ernakulam,252169,Manjeri,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,252170,Malappuram,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,252171,Perinthalmanna,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,252172,Tirur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,252173,Ponnani,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252174,Shoranur,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252175,Ottappalam,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 563:Palakkad(25.0%)
32,Kerala,555,Ernakulam,252176,Palakkad,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 563:Palakkad(25.0%)
32,Kerala,555,Ernakulam,252178,Chittur-Thathamangalam,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252180,Kunnamkulam,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 566:Thrissur(25.0%)
32,Kerala,555,Ernakulam,252181,Chavakkad,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 566:Thrissur(25.0%)
32,Kerala,555,Ernakulam,252184,Guruvayoor,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252194,Thrissur,Municipal Corporations,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252200,Kodungallur,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252204,Irinjalakuda,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 566:Thrissur(25.0%)
32,Kerala,555,Ernakulam,252205,Chalakudy,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252207,Perumbavoor,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,252208,Angamaly,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,252211,Aluva,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,252215,Paravur,Municipality,AMBIGUOUS MATCH,0.6,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(60.0%) | | | 559:Kollam(20.0%)
32,Kerala,555,Ernakulam,252218,Eloor,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252220,Kochi,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
32,Kerala,555,Ernakulam,252224,Kalamassery,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252226,Maradu,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252227,Thrippunithura,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252230,Muvattupuzha,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,252231,Kothamangalam,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,252233,Thodupuzha,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252234,Palai,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252236,Vaikom,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252238,Kottayam,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252239,Changanassery,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252242,Cherthala,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 554:Alappuzha(25.0%)
32,Kerala,555,Ernakulam,252247,Alappuzha,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 554:Alappuzha(25.0%)
32,Kerala,555,Ernakulam,252248,Kayamkulam,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 554:Alappuzha(25.0%)
32,Kerala,555,Ernakulam,252249,Chengannur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 554:Alappuzha(25.0%)
32,Kerala,555,Ernakulam,252250,Mavelikkara,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 554:Alappuzha(25.0%)
32,Kerala,555,Ernakulam,252251,Thiruvalla,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252252,Pathanamthitta,Municipality,AMBIGUOUS MATCH,0.2857,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(28.57%) | | | 564:Pathanamthitta(14.29%)
32,Kerala,555,Ernakulam,252253,Adoor,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252254,Punalur,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,252256,Paravoor,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252257,Varkala,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252258,Attingal,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,252259,Nedumangad,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 565:Thiruvananthapuram(25.0%)
32,Kerala,555,Ernakulam,252261,Neyyattinkara,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 565:Thiruvananthapuram(25.0%)
32,Kerala,555,Ernakulam,259707,Karunagappally,Municipality,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,555:Ernakulam(40.0%) | | | 559:Kollam(40.0%)
32,Kerala,555,Ernakulam,259708,Thrikkakara,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,259709,Kottakkal,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,259710,Nilambur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,259711,Nileshwar,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 558:Kasaragod(25.0%)
32,Kerala,555,Ernakulam,272880,Harippad,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 554:Alappuzha(25.0%)
32,Kerala,555,Ernakulam,272881,Koothattukulam,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,272882,Piravom,Municipality,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(75.0%)
32,Kerala,555,Ernakulam,272883,Kattappana,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,272884,Sreekandapuram,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,555,Ernakulam,272885,Panoor,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,555,Ernakulam,272889,Kottarakkara,Municipality,AMBIGUOUS MATCH,0.4,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(40.0%) | | | 559:Kollam(20.0%)
32,Kerala,555,Ernakulam,272890,Iritty,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,555,Ernakulam,272891,Ettumanoor,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 560:Kottayam(25.0%)
32,Kerala,555,Ernakulam,272892,Erattupetta,Municipality,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(50.0%)
32,Kerala,555,Ernakulam,272896,Payyoli,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,272897,Koduvally,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(25.0%)
32,Kerala,555,Ernakulam,272898,Mukkom,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(25.0%)
32,Kerala,555,Ernakulam,272899,Ramanattukara,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(25.0%)
32,Kerala,555,Ernakulam,272900,Feroke,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 561:Kozhikode(25.0%)
32,Kerala,555,Ernakulam,272901,Kondotty,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,272902,Valanchery,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,272903,Tirurangadi,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,272904,Tanur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,272905,Pattambi,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,272906,Cherpulassery,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,272907,Mannarkad,Municipality,AMBIGUOUS MATCH,0.6667,HIGH DISPARITY,NEARLY RESOLVABLE,555:Ernakulam(66.67%)
32,Kerala,555,Ernakulam,272908,Pandalam,Municipality,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,555:Ernakulam(40.0%) | | | 564:Pathanamthitta(40.0%)
32,Kerala,555,Ernakulam,272909,Wadakkanchery,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 566:Thrissur(25.0%)
32,Kerala,555,Ernakulam,272910,Mananthavady,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 567:Wayanad(25.0%)
32,Kerala,555,Ernakulam,272911,Sulthanbathery,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 567:Wayanad(25.0%)
32,Kerala,555,Ernakulam,272912,Parappanangadi,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 562:Malappuram(25.0%)
32,Kerala,555,Ernakulam,272915,Anthur,Municipality,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,555:Ernakulam(50.0%) | | | 557:Kannur(25.0%)
32,Kerala,557,Kannur,252125,Kannur,Municipal Corporations,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,557:Kannur(75.0%) | | | 555:Ernakulam(12.5%)
32,Kerala,559,Kollam,252255,Kollam,Municipal Corporations,AMBIGUOUS MATCH,0.5,HIGH DISPARITY,NEARLY RESOLVABLE,559:Kollam(50.0%) | | | 555:Ernakulam(8.33%)
32,Kerala,565,Thiruvananthapuram,252260,Thiruvananthapuram,Municipal Corporations,AMBIGUOUS MATCH,0.125,LOW DISPARITY,HIGH AMBIGUITY,565:Thiruvananthapuram(12.5%) | | | 555:Ernakulam(3.12%)
33,Tamil Nadu,568,Chennai,252277,Thiruverkadu,Municipality,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,568,Chennai,252283,Naravarikuppam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,568,Chennai,252294,Greater Chennai Corporation,Municipal Corporations,AMBIGUOUS MATCH,0.7429,HIGH DISPARITY,NEARLY RESOLVABLE,568:Chennai(74.29%) | | | 589:Thiruvallur(5.71%)
33,Tamil Nadu,569,Coimbatore,252531,Punjaipuliampatti,Municipality,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252611,Sirumugai,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252612,Mettupalayam,Municipality,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,569:Coimbatore(50.0%) | | | 573:Erode(50.0%)
33,Tamil Nadu,569,Coimbatore,252613,Karamadai,Municipality,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252614,Annur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252617,Chettipalayam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252621,Tiruppur,Municipal Corporations,AI PREDICTION,1.0,,AMBIGUOUS PREDICTION,569:Coimbatore(100.0%) | 634:Tiruppur(100.0%) | 573:Erode(100.0%)
33,Tamil Nadu,569,Coimbatore,252627,Mopperipalayam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252628,Karumathampatti,Municipality,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252629,Irugur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252632,Sulur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252633,Pallapalayam,Town Panchayat,AMBIGUOUS MATCH,0.25,LOW DISPARITY,HIGH AMBIGUITY,569:Coimbatore(25.0%) | | | 573:Erode(25.0%)
33,Tamil Nadu,569,Coimbatore,252634,Kannampalayam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252638,Periyanaickenpalayam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252641,Idikarai,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252642,Sarcarsamakulam,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252653,Coimbatore,Municipal Corporations,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252655,Vedapatti,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
33,Tamil Nadu,569,Coimbatore,252656,Dhaliyur,Town Panchayat,FULL MATCH,1.0,,EXACT MATCH,
